canonical_or_candidate,observed_form,candidate_type,confidence,suggested_reference_name,reference_similarity,sources,sample_occurrences,first_video,first_timestamp,first_youtube_url,first_context
Real Enemy,Real Enemy,unverified_candidate,low,,0.6,YouTube captions,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",03:26:02,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=12362s,gear up for the Real Enemy the larger enemy the more consequential enemy uh China having said that however there is a ceasefire negotiation I don't know if you read into t…
Red Pill,Red Pill,unverified_candidate,low,,0.632,YouTube captions,1,"1/2 HasanAbi October 28, 2021 – DELETED VOD, Romney & Sinema being horny, Tucker Carlson Documentary",00:39:54,https://www.youtube.com/watch?v=2e9z74OALRs&t=2394s,…erson is just a regular border template [ __ ] conservative who just like uses you know uh some productive self-help guidances to you know try to Red Pill people subtly uh and everyone was like dude you're [ __ ] sucked you shut up you're wrong I love Jordan Peterson you're so wrong I love him I lov…
Red Scare,Red Scare,unverified_candidate,low,,0.727,YouTube captions,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",00:20:36,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=1236s,…t I is she a racist or something I think she was a racist back in the day I don't know if she still is she one of them like she one of them like Red Scare adjacent girls that's what I mean I think are you talking about Ivy walk I just
Representative Brian,Representative Brian,unverified_candidate,low,,0.556,Whisper,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",01:51:07,https://www.youtube.com/watch?v=i8YmtStCJJo&t=6667s,"Representative Brian style Thank you, Brian. Thank you very much digital assets council director Bo Heinz Good Bo great job and many other distinguished guests.…"
Republican Congress,Republican Congress,unverified_candidate,low,,0.684,YouTube captions,1,"HasanAbi November 29, 2022 – RAIL STRIKE, US vs Iran ⚽, Liver King isn't natty?, Crowder on Kanye",00:22:37,https://www.youtube.com/watch?v=AYjjdzauaao&t=1357s,like Dennis hastert you know there's Republican Congress persons all around the [ __ ] country that have done things like this there's Democratic Congress persons that have you know done similar t…
Ro Rocky,Ro Rocky,unverified_candidate,low,,0.625,YouTube captions,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",03:48:56,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=13736s,…achine no the extent of my fixing my own HVAC is is shutting it on and off that's it bro there ain't no [ __ ] way dude there ain't no [ __ ] way Ro Rocky wizard chatter is so [ __ ] stupid dude no I I know I know I know I I literally mentioned this I I mentioned this story I
Rub Are,Rub Are,unverified_candidate,low,,0.615,Whisper,1,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",00:53:54,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=3234s,"How about now all right, let's say let me call E-Rub he wouldn't E-Rub Are you coming here? It's when you start doing that you grew up so fast. I'll see you here. Well, you you promise All right, do you need to know my a…"
Safe Galaxy,Safe Galaxy,unverified_candidate,low,,0.636,Whisper,1,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",01:18:42,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=4722s,"…tely sold them out, and this is the date, okay? So 31 days ago, and then you could see the sell-off was almost immediate. Or take another coin, Safe Galaxy, which he's actually promoted to his fans. He got coins from a deployer wallet- How do you sleep at night, man? Like you have to be a massive h…"
Sam Cedar,Sam Cedar,unverified_candidate,low,,0.778,YouTube captions,1,"HasanAbi April 3, 2026 –",06:09:28,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=22168s,"[ __ ] mind."" Emma Vigland for example you know majority report Sam Cedar is Jewish Emma Vigland is a white woman you can't make that same argument about them you can make it however about Zoramani you can make that ar…"
Sam Cedars Jewish,Sam Cedars Jewish,unverified_candidate,low,,0.5,Whisper,1,"HasanAbi April 3, 2026 –",06:09:28,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=22168s,"for example, you know, majority report, Sam Cedars Jewish, Emma Viglent is a white woman. You can't make that same argument about them. You can make it. However, about Zoram, I'm Donnie, you can mak…"
Sam Pepper,Sam Pepper,unverified_candidate,low,,0.737,Whisper,1,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",01:42:25,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=6145s,"…lready be on board if I found out from K about the project? When I found out about it from K, he was already an ambassador. Wait, so phase K got Sam Pepper in the coin"
San Francisco,San Francisco,unverified_candidate,low,,0.593,Whisper,1,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",00:51:57,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=3117s,"The parasite has spread to three new regions Emerging and several containment zones within New York, San Francisco and Alaska This is what we know so far Within the containment zones the alien ecosystem is in a continual evolution As incubation nests and th…"
Saturday June,Saturday June,unverified_candidate,low,,0.552,Whisper,1,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",00:09:37,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=577s,"today. It is Saturday June 12th, 2021 1125 a.m. And I'm a I'm a little late. I got shouldn't drop them things that get harassed for just living. Am I wrong for that? Oka…"
Scarlet Witch Al,Scarlet Witch Al,unverified_candidate,low,,0.625,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",06:31:01,https://www.youtube.com/watch?v=i8YmtStCJJo&t=23461s,…woli with her webs I'm doing this my way only round enem help no apparently best against Wolverine is mag you know wait how why you can avoid Scarlet Witch Al if you charge well I fantastic I I got uh stunned before I could hit her I would
Scarlet Witch Alt,Scarlet Witch Alt,unverified_candidate,low,,0.606,Whisper,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",06:31:01,https://www.youtube.com/watch?v=i8YmtStCJJo&t=23461s,"almost. Penny can destroy Wolfie with her webs. Apparently best against Wolverine is Magna. You know how? Why? You can avoid Scarlet Witch Alt if you charge. Well, I got stunned before I could hit her. I would have bubble. Or the Lame Tastic Char, my guy. You're"
Schumer Hassan,Schumer Hassan,unverified_candidate,low,,0.583,Whisper,1,"HasanAbi April 19, 2026 –",00:17:41,https://www.youtube.com/watch?v=FyI1n2mp8L4&t=1061s,"…s a thousand times better than this one machine-raised device Democrats over Israel and parties future outside criticized for campaigning with Schumer Hassan piker Senator Scott on feud with Yale over Hassan piker Yeah, when when the thing when things are going really bad When things are going reall…"
Sean Baker,Sean Baker,unverified_candidate,low,,0.667,Whisper,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",00:20:36,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=1236s,…ow. I know that like one of the girls is like a like a famous Twitter racist or something that was in the movie I think she got canceled as well Sean Baker is very polarizing. Did you see tangerine or Florida project? No the yay the unibrow The girl with the unibrow she got the Anthony Davis She got…
Shawn Baker,Shawn Baker,unverified_candidate,low,,0.636,YouTube captions,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",00:20:36,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=1236s,…w I know that like one of the girls is like a like a famous Twitter racist or something that was in the movie I think she got cancelled as well Shawn Baker is very polarizing did you see Tanger Florida project no the yeah the unibrow the girl with the unibrow she got the Anthony Davis she got them…
Since Harris,Since Harris,unverified_candidate,low,,0.64,Whisper,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",02:00:29,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=7229s,…on with Ukraine and Russia all these things would have never happened if I was president Would have never ever happened and they didn't happen Since Harris took office car insurance is up 55% and they just announced it's gonna be substantially higher than that within the next week
So Feeling,So Feeling,unverified_candidate,low,,0.609,Whisper,1,"HasanAbi October 16, 2019 –",08:26:47,https://www.youtube.com/watch?v=wHzUpCARHQ8&t=30407s,"…ally really long and actually I have quite a good space around. Oh, we're about I think we're just about one and a half hours land to Korea now. So Feeling a bit hungry actually, let me call the butler and get some food I wish I can sleep 10 hours here. Is it? It's amazing. It's living in the sky"
So Guadalupe,So Guadalupe,unverified_candidate,low,,0.5,Whisper,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",05:51:08,https://www.youtube.com/watch?v=ncia81WO8dg&t=21068s,"…night. And there's Dela Cruz leading in both of them. And then Guadalupe County, it's almost the same size of Bear in terms of the vote impact. So Guadalupe really, you know, uh, you know, if you're Luan, frankly, um, you probably want a bigger number so far out of Bear, your Bear County base, given…"
So Pepper,So Pepper,unverified_candidate,low,,0.609,Whisper,1,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",01:42:25,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=6145s,So Pepper was brought in to mod this thing up. So what does Sam know? How is he involved? And how much did he really organize? A different mod reached out…
So Synax,So Synax,unverified_candidate,low,,0.556,Whisper,1,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",00:53:54,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=3234s,…gets these stickers Shift to her dude. I can't say that three times fast or she shifts out stickers to viewers So I'm doing the same exact thing. So Synax getting that done where like the next few weeks you're gonna be able to get Pippo stickers of my steam
Sorry But,Sorry But,unverified_candidate,low,,0.556,Whisper,1,"1/2 HasanAbi November 18, 2021 – Hasan gets a Haircut, Ahmaud Arbery & Rittenhouse Trials, CHANNEL 5",01:51:00,https://www.youtube.com/watch?v=Yda6HZ0biOU&t=6660s,"…tion and that the law very clearly says listen, bro You you got fucking, you know, you took something from a construction yard. You're dead now. Sorry But that's worse than fucking bro. We talk about Sharia law Okay, even in the most agro Sharia law fucking cut the Taliban Doesn't even fucking murd…"
Sorry There,Sorry There,unverified_candidate,low,,0.636,Whisper,1,"2/2 HasanAbi March 1, 2022 – Biden State of the Union, 🎮Elden Ring🎮",05:59:15,https://www.youtube.com/watch?v=xlKXxrwRKak&t=21555s,"…e in here, but like I feel like this is like a big thing for tomorrow You know what I mean? No, I'll fuck it. I'll continue if they're not here Sorry There's a woman I break now Little champagne mommy. Thank you for the five gifted We started the gamble already Also bleed doesn't fall off late game…"
South Korea,South Korea,unverified_candidate,high,South Korea,1.0,YouTube captions,1,"HasanAbi April 19, 2026 –",02:56:58,https://www.youtube.com/watch?v=FyI1n2mp8L4&t=10618s,"So, it's not in the hands of South Korea. It's not in the hands of Iran. The money has not exchanged uh hands. It's just America has stopped it from being delivered uh to Iran. America…"
South Texas,South Texas,unverified_candidate,low,,0.727,YouTube captions,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",05:51:08,https://www.youtube.com/watch?v=ncia81WO8dg&t=21068s,"Republican congresswoman from South Texas here. Okay. Now, Luhan, excuse me, Dela Cruz has the endorsement of Donald Trump. Luan actually received more votes in the preliminary. So, thi…"
Speaker Nancy Pelosi,Speaker Nancy Pelosi,unverified_candidate,low,,0.5,YouTube captions,1,"HasanAbi October 31, 2022 – South Korea Crowd Crush, Pelosi attack, SCOTUS Affirmative Action, LULA🎮",04:21:42,https://www.youtube.com/watch?v=1L9JH9HO3Bg&t=15702s,…arty that's it but we're going to begin this hour with the latest on the shocking attack on Paul Pelosi as you know he's a husband of house Speaker Nancy Pelosi the suspect in the assault is expected to be formally charged later today on counts including attempted murder speaker Pelosi was not home…
Speaker Pelosi,Speaker Pelosi,unverified_candidate,low,,0.583,Whisper,1,"HasanAbi October 31, 2022 – South Korea Crowd Crush, Pelosi attack, SCOTUS Affirmative Action, LULA🎮",04:21:42,https://www.youtube.com/watch?v=1L9JH9HO3Bg&t=15702s,"…f House Speaker Nancy Pelosi. The suspect in the assault is expected to be formally charged later today on counts, including attempted murder. Speaker Pelosi was not home at the time of this attack, but she was allegedly the target. The source tells CBS News the suspect"
Spectral Steed,Spectral Steed,unverified_candidate,low,,0.593,Whisper,1,"2/2 HasanAbi November 12, 2021 – Disturbing Case of the Chief of Police Killer, 🎮ELDEN RING🎮",04:35:00,https://www.youtube.com/watch?v=JeFZt2Hyzqc&t=16500s,"That sucks. I forgot. Use Spectral Steed Whistle to summon and radial Spectral Steed. You can dismount and use again your Whistleby Pressing L3. If your Spectral Steed dies, you can s…"
Speed Whistle,Speed Whistle,unverified_candidate,low,,0.538,Whisper,1,"2/2 HasanAbi November 12, 2021 – Disturbing Case of the Chief of Police Killer, 🎮ELDEN RING🎮",04:35:00,https://www.youtube.com/watch?v=JeFZt2Hyzqc&t=16500s,"…smount and use again your Whistleby Pressing L3. If your Spectral Steed dies, you can summon it again. Wait. Wait, how do I summon the fucking Speed Whistle? I need to see the horsey before I fucking log off. Equip to a slot? I am pressing Left Stick. Left Stick makes you crouch."
Staff Susie,Staff Susie,unverified_candidate,low,,0.545,YouTube captions,1,"HasanAbi April 3, 2026 –",02:16:39,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=8199s,…. Uh some key some of Trump's key public supporters were criticizing the conflict with a no clear end in sight. It fell on White House Chief of Staff Susie W and a small group of aids to tell the president that the longer this war dragged on uh the more it would threaten his public support and Repu…
Stuart Soldowitz,Stuart Soldowitz,unverified_candidate,low,,0.571,Whisper,1,"HasanAbi October 21, 2024 – Israel-Lebanon, Maya Higa visits (Animal s*x), Gülen dead, Ethan H3",05:31:41,https://www.youtube.com/watch?v=P4plSZ5Im1A&t=19901s,"Is really American businessman pitching $200 million plan to deploy mercenaries in Gaza? What the fuck? It involves Eric Prince, Stuart Soldowitz, the ex-Obama official who fucking harassed the Halal truck and got fired, a green beret who worked with the CIA, the man at the center is a…"
Sun Time Socialism,Sun Time Socialism,unverified_candidate,low,,0.606,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",01:04:49,https://www.youtube.com/watch?v=jkDIp853GTA&t=3889s,…the final boss at zoomies and a racist Pick one Yeah pick a struggle dude And have both Girl equals like What are you fucking dumb Thank you Sun Time Socialism for the 5T everyone Gift subs We gotta wait on the doctor on a Patrick
Supplying Epstein,Supplying Epstein,unverified_candidate,low,,0.533,Whisper,1,"1/2 HasanAbi November 29, 2021 – New Twitter CEO, Ghislaine Maxwell Trial, Omicron Variant",04:36:15,https://www.youtube.com/watch?v=RP8ec-blRTw&t=16575s,The other person who has gone to ground is Jean-Luc Brunel the French model agent who is also accused of sexual abuse and Supplying Epstein with underage models who were conveniently housed in and trafficked from this New York Apartment block not far from the mansion This apartme…
Susie Wilds,Susie Wilds,unverified_candidate,low,,0.571,YouTube captions,1,"HasanAbi April 3, 2026 –",02:16:39,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=8199s,here is um Susie Wilds. Uh some key some of Trump's key public supporters were criticizing the conflict with a no clear end in sight. It fell on White House Chief of…
Susie Wiles,Susie Wiles,unverified_candidate,low,,0.571,Whisper,1,"HasanAbi April 3, 2026 –",02:16:39,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=8199s,"Some key, some of Trump's key public supporters were criticized and covered with a no-clear and incited felon White House Chief Staff Susie Wiles and a small group of A's to tell the president that the longer this war dragged on, the more it would threaten his public support in Republican…"
Taliban Doesn,Taliban Doesn,unverified_candidate,low,,0.741,Whisper,1,"1/2 HasanAbi November 18, 2021 – Hasan gets a Haircut, Ahmaud Arbery & Rittenhouse Trials, CHANNEL 5",01:51:00,https://www.youtube.com/watch?v=Yda6HZ0biOU&t=6660s,"…ard. You're dead now. Sorry But that's worse than fucking bro. We talk about Sharia law Okay, even in the most agro Sharia law fucking cut the Taliban Doesn't even fucking murder you for that. They just cut your hand off. Okay. Think about that Incredible stuff though should walk free and commit a…"
Tanger Florida,Tanger Florida,unverified_candidate,low,,0.667,YouTube captions,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",00:20:36,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=1236s,…a like a famous Twitter racist or something that was in the movie I think she got cancelled as well Shawn Baker is very polarizing did you see Tanger Florida project no the yeah the unibrow the girl with the unibrow she got the Anthony Davis she got them Anthony Davis is on her face but I is she a r…
Tanka Tanka Why,Tanka Tanka Why,unverified_candidate,low,,0.486,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",01:04:49,https://www.youtube.com/watch?v=jkDIp853GTA&t=3889s,Yeah Lenin said that T.R. Gooster thank you for the tense everyone Gift subs Very good T.R. Gooster thank you Tanka Tanka Why does he look like the final boss at zoomies and a racist Pick one Yeah pick a struggle dude And have both Girl equals like What are you fucki…
Tarna Polsky,Tarna Polsky,unverified_candidate,low,,0.583,Whisper,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",03:26:02,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=12362s,"…is stuff to the best of my ability first and foremost and give you guys a little bit of background, but that is the case. Also, here is a Noga, Tarna Polsky"
The Koenigsegg,The Koenigsegg,unverified_candidate,low,,0.609,Whisper,1,"1/2 HasanAbi April 18, 2021 - FUNDAY, Looking at Cars with MURAT, P.O. BOX, LSF  FULL VOD",00:57:43,https://www.youtube.com/watch?v=GSFoXDxBzyM&t=3463s,…st buy it. It's also made with like vegan tears or something. Okay. Like literally they. Someone said to get the Turkish Mili out of it. Yeah. The Koenigsegg is made by vegans who have decided to skin themselves. Oh. Decided to skin themselves so that you can make the interior of the car rather than…
The Source,The Source,unverified_candidate,low,,0.737,YouTube captions,1,"HasanAbi October 21, 2024 – Israel-Lebanon, Maya Higa visits (Animal s*x), Gülen dead, Ethan H3",07:11:39,https://www.youtube.com/watch?v=P4plSZ5Im1A&t=25899s,…October 10 why seek something out when they can get a bunch of PowerPoint clip chips talking boys with d subredit fed them directly either from The Source or via Ethan
Theo Vaughn,Theo Vaughn,unverified_candidate,low,,0.737,Whisper,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",00:20:34,https://www.youtube.com/watch?v=i8YmtStCJJo&t=1234s,"…of that podcast, right? Even if they're not like you might have some friends who are exactly like Theo or you might have some friends who watch Theo Vaughn or would like the Theo Vaughn podcast, right? And you want them to, you want them to figure out like what this Hassan guy is about. You want th…"
Tick Tock,Tick Tock,unverified_candidate,low,,0.632,YouTube captions,1,"HasanAbi November 29, 2022 – RAIL STRIKE, US vs Iran ⚽, Liver King isn't natty?, Crowder on Kanye",05:30:18,https://www.youtube.com/watch?v=AYjjdzauaao&t=19818s,…ndly defend liver King's [ __ ] yeah Frozen on his bodies hundreds of hours of hard work and commitment yeah in 2022 the day of social media and Tick Tock were all like oh the liver King let's let's put this [ __ ] up on a pedestal and so his main message is eating clean living like the caveman did…
Tik Tok,Tik Tok,unverified_candidate,low,,0.706,YouTube captions,1,"HasanAbi January 20, 2025 – TRUMP INAUGURATION 2 - Electric Boogaloo, Elon Musk salute",06:25:51,https://www.youtube.com/watch?v=vIRVK9Dulsw&t=23151s,soldiers to lose but that's no way to run a country what did your Tik Tok order do Mr President just gave me the right to sell it or close it essentially with tiktock I have the right to either sell it or close it and w…
Tommy Versetti,Tommy Versetti,unverified_candidate,low,,0.56,Whisper,1,"2/2 HasanAbi November 12, 2021 – Disturbing Case of the Chief of Police Killer, 🎮ELDEN RING🎮",02:24:44,https://www.youtube.com/watch?v=JeFZt2Hyzqc&t=8684s,…t playing this really is still the old grand theft auto games meaning characters still getting the cars and that same good bro look at look at Tommy Versetti versus whoever this character is I don't remember like look at the difference bro they literally what do they do do they spend all their time…
Tommy Who,Tommy Who,unverified_candidate,low,,0.6,Whisper,1,"2/2 HasanAbi February 2, 2022 –MasterChef S06, Old clips from Spain, Murats IRL cam setup, 🎮Pokémon🎮",00:13:01,https://www.youtube.com/watch?v=8dzD6DLGUTA&t=781s,"…king clap Like, there's no other way There's no other way of working this You know, other than Heddle absolutely clapping Like, no disrespect to Tommy Who I love, but This is her field You know what I mean? Much of the potatoes and the cauliflower It's like having a fucking Dude from Maryland, okay…"
Towers Mr Duffy,Towers Mr Duffy,unverified_candidate,low,,0.438,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",03:25:48,https://www.youtube.com/watch?v=i8YmtStCJJo&t=12348s,…s because he had stopped them from being fired at another Point Mr musk insisted that people hired under Dei programs were working in control Towers Mr Duffy pushed back and Mr musk did not add details but said during the longer back and forth that Mr Duffy had his phone number and should call him…
Tucker Carlson,Tucker Carlson,unverified_candidate,high,Tucker Carlson,1.0,YouTube captions,1,"1/2 HasanAbi November 1, 2021 – TUCKER JAN 6th Doc, NFT Theft, COP26, Elon Musk ends world hunger?",04:29:57,https://www.youtube.com/watch?v=-XxGMtNTS9s&t=16197s,…the Whitmer thing like this is a part of the documentary that I just like fully agree with which is kind of weird except the differences like Tucker Carlson was like a fan of that when it was happening and now he's using that as a as a way to say that like uh you know it's happening to white suprem…
Tuesday March,Tuesday March,unverified_candidate,low,,0.545,Whisper,1,"1/2 HasanAbi March 22, 2022 – SCOTUS Senate Hearing, China Boeing 737 Crash w/ Austin, Trump on UA🇺🇦",00:13:06,https://www.youtube.com/watch?v=6UU4mD3d90Q&t=786s,"Tuesday. It is Tuesday. Yeah, it's fucking Tuesday. It's Tuesday March 22nd 20 to 11 30 a.m. And I'm fucking pity. This one's for the lads. That's right. This one's for the fucking lads. No lasses on this one. I'm…"
Turkish Mili,Turkish Mili,unverified_candidate,low,,0.688,Whisper,1,"1/2 HasanAbi April 18, 2021 - FUNDAY, Looking at Cars with MURAT, P.O. BOX, LSF  FULL VOD",00:57:43,https://www.youtube.com/watch?v=GSFoXDxBzyM&t=3463s,…ke literally made. You can't just buy it. It's also made with like vegan tears or something. Okay. Like literally they. Someone said to get the Turkish Mili out of it. Yeah. The Koenigsegg is made by vegans who have decided to skin themselves. Oh. Decided to skin themselves so that you can make the…
Uh America,Uh America,unverified_candidate,low,,0.667,YouTube captions,1,"HasanAbi April 19, 2026 –",02:56:58,https://www.youtube.com/watch?v=FyI1n2mp8L4&t=10618s,"…rs. Yes, uh all that takes place in this situation is uh oil has been extracted and shipped over to another country. Iran no longer has the oil. Uh America now has frozen the money. >> is well, why are they not doing much damage? And that is because more than 150 Iranian vessels are currently at the…"
Uh CNN,Uh CNN,unverified_candidate,low,,0.533,YouTube captions,1,"HasanAbi July 11, 2025 – NYC Day 5, Hasan Minhaj visits, interviewing Mahmoud Khalil",07:05:29,https://www.youtube.com/watch?v=g_ckJoumpP0&t=25529s,"…we know is the MAGA base certainly does. >> All right, Caitlyn Collins, uh, thanks so much for that. We'll check back with you as you learn more. Uh CNN senior justice correspondent Evan Perez is also with us. And so Evan, is it your"
Uh Saudi,Uh Saudi,unverified_candidate,low,,0.6,YouTube captions,1,"HasanAbi June 16, 2025 –",00:25:45,https://www.youtube.com/watch?v=VRrPLbDvfbA&t=1545s,"It's it's over, you know? Uh Saudi journalist executed. Yeah, I heard is some dude named Al Turkey, right? He was like uh he was uh talking [ __ ] about KSA or not KSA about NBS fr…"
Ukraine What,Ukraine What,unverified_candidate,low,,0.692,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",03:29:48,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=12588s,…g citizens And you're talking about a dude who doesn't have a problem locking up citizens Or even saying that there's a war going on in fucking Ukraine What makes you think he's gonna give a shit when they're dying when they're starving the goal for sanctions is oh Maybe Maybe just maybe he'll be li…
Ultra-Volver Digital New Hires,Ultra-Volver Digital New Hires,unverified_candidate,low,,0.333,Whisper,1,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",02:20:30,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=8430s,"Ultra-Volver Digital New Hires release. Holy, any work likeness, attribution, and slash or image rights upon execution of an employment contract, clear as day. Basic…"
Um Actually,Um Actually,unverified_candidate,low,,0.636,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",02:55:17,https://www.youtube.com/watch?v=jkDIp853GTA&t=10517s,"…He just cut it aiden ross. Do you know who that is? I always hear his name. I've never seen Anything more like aiden loss Oh, I know this guy. Um Actually, he's not bad looking"
Um It,Um It,unverified_candidate,low,,0.556,Whisper,1,"2/2 HasanAbi January 11, 2022 – MasterChef US S4E15-18",04:08:14,https://www.youtube.com/watch?v=3fBAlf7NrZc&t=14894s,…forced to wipe and he's in the chat You love when we're crying it'll make content for you through free stuff. Glad to be here in one hour outbreak Um It's funny that this is the one community on the planet It seems like where you can be leftist and also make jokes But then like motherfuckers still…
Um Wait,Um Wait,unverified_candidate,low,,0.6,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",02:55:17,https://www.youtube.com/watch?v=jkDIp853GTA&t=10517s,"…m at then? A tier Okay, he doesn't like people on amv. It's true. Yeah That's right A tier for Curtis. Good shit He deserves it. He's he's great. Um Wait, where the fuck was oh, I was down here. Oh, I'm almost done. Okay. Cody co S tier. I think he's so hot S tier Wow, okay with the long hair short…"
Um Yeah,Um Yeah,unverified_candidate,low,,0.556,YouTube captions,1,"HasanAbi April 19, 2026 –",00:17:41,https://www.youtube.com/watch?v=FyI1n2mp8L4&t=1061s,"…orm. >> This could be big for us, to be honest with you. Tracksuit, spacey tights. >> In any case, ladies and gentlemen, a northern lion mansion. Um Yeah, that's what I got. That's all I got. Uh personal news-wise. You were on all three networks, CNN, MSNBC, and Fox News as Trump threatens to blow…"
Undecided You,Undecided You,unverified_candidate,low,,0.522,Whisper,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",00:12:02,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=722s,…everyone in their waifu and dropping rounds The blood is on your hands Why do we can see it all and fuck no I'm not voting for you in the fall Undecided You can't twist the truth to people out here united Never be defeated when freedoms on the horizon Yet the music industry's quiet Complicit in the…
Under Chavez,Under Chavez,unverified_candidate,low,,0.696,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",00:59:37,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=3577s,…truth to that. Yes Foreign capital flight was part of the reason why Venezuela was already in a shitty position overall the Venezuelan economy Under Chavez was not able to diversify quickly enough. Okay And once nationalization kicked in of the extraction industries in an identical capacity to Iran…
US Israeli,US Israeli,unverified_candidate,low,,0.7,Whisper,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",03:26:02,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=12362s,"…e Gaza ceasefire exchange of captives deal that could have been signed in the summer and how the US facilitated Netanyahu sabotage. The dominant US Israeli narrative is that it has been Hamas hindering your obstructing, obstructing the ceasefire deal in Gaza. And that is an epic lie that Anthony Bli…"
